return_id,order_id,customer_id,product_id,return_date,return_reason,return_status,refund_amount,days_to_return,return_address,tracking_id
RET_00000000,ORD_00012263,CUST_008305,PROD_000486,2025-07-02,Quality issues,Approved,790.3716470952045,5.715919213887573,"83545 Justin Light
Wilsontown, NH 20272",3e3f1c44-4495-43df-baf5-e3a98f799d29
RET_00000000,ORD_00012294,CUST_007028,PROD_000357,2025-01-17,Changed mind,Rejected,0.0,4.0,"01050 Angela Garden
North Mark, MD 10839",ee5f8593-9919-40ba-a72e-a603720294d6
RET_00000000,ORD_00012296,CUST_001724,PROD_000247,2024-10-13,Changed mind,Approved,1208.7807505540009,21.86756209194738,"25952 Miguel Cliffs
New Maxwell, LA 36815",
RET_00000000,ORD_00012310,CUST_006315,PROD_000314,2025-03-12,Better price found,Approved,155.10009154230548,22.19419298396317,"963 Knight Station Suite 575
North Paulstad, PW 06699",4ac29ef5-36c5-487f-a229-76988017e2ab
RET_00000000,ORD_00012337,CUST_009039,PROD_000016,2025-02-11,Wrong size,Approved,76.02554667092306,1.3953106283514705,"052 Hunt Mountains Apt. 958
Port Jessicaton, VA 33030",
RET_00000000,ORD_00012348,CUST_004403,PROD_000479,2025-01-21,Changed mind,Approved,283.17458912904385,13.333919687878891,"53649 Coleman Lights Apt. 075
Thompsonberg, MP 18870",10046964-2c81-46cc-aa97-9a45b259f2d6
RET_00000000,ORD_00012382,CUST_005214,PROD_000170,2025-07-12,Wrong item sent,Approved,1165.992625810003,1.6071295394971405,"649 Paul Summit
Smithborough, OH 47442",f98c67a5-65dd-4c31-b095-4ad44961c2e9
RET_00000000,ORD_00012391,CUST_006471,PROD_000145,2025-03-30,Quality issues,Approved,206.1118653336465,6.25525628792827,"PSC 4520, Box 2624
APO AA 88654",9c8d3e54-98d5-40dc-a349-b6d569f4fe74
RET_00000000,ORD_00012396,CUST_001181,PROD_000105,2025-02-18,Quality issues,Approved,393.318784226066,0.8931398776475853,"65074 Jennifer Ports Apt. 960
Stewartstad, MN 61910",d4b49506-a067-4a07-954b-b6b1d6de521c
RET_00000000,ORD_00012399,CUST_004543,PROD_000296,2025-02-17,Not as described,Approved,180.20738465569912,0.1092159957531853,"924 Rodriguez Street Apt. 434
Ashleymouth, WI 69379",ae2be68d-2494-43ae-aabe-29752f95a522
RET_00000000,ORD_00012405,CUST_002731,PROD_000021,2025-07-31,Damaged in shipping,Approved,460.91862200389573,3.6136743142394865,"2792 Gilmore Lock Suite 223
Adamsmouth, IN 80178",35a14dc1-298d-464b-898f-6ef2b501bf46
RET_00000000,ORD_00012408,CUST_002077,PROD_000438,2024-09-24,Damaged in shipping,Approved,287.01666197610143,16.04578164906384,"3364 Allen Drive
Kevinfurt, AS 95514",
RET_00000000,ORD_00012411,CUST_001811,PROD_000153,2025-07-17,Wrong size,Approved,111.06353933015974,2.885072068439909,"675 Juan Viaduct Suite 789
Bradleyland, MD 80798",7c71d52c-abf5-4891-8609-f3d5ee6f7a33
RET_00000000,ORD_00012420,CUST_004008,PROD_000146,2025-06-12,Item used/worn,Approved,1211.4830678106352,8.0,"20296 Williams Summit Apt. 769
New Timothy, ME 43825",43ad471e-8685-40a4-a1b5-f70aa4936594
RET_00000000,ORD_00012432,CUST_001188,PROD_000088,2025-05-01,Better price found,Approved,365.5014820181202,5.0,"USS Johnson
FPO AA 97669",eb3029b8-7660-4070-ada0-078b8c9a9484
RET_00000000,ORD_00012450,CUST_003337,PROD_000038,2024-09-26,Not as described,Approved,260.6596695868675,3.962381191894372,"115 Lester Parkway
Amyburgh, AS 31707",6a9315cd-e76c-4e76-8391-74827f94b80e
RET_00000000,ORD_00012451,CUST_003042,PROD_000223,2024-09-22,Not as described,Approved,790.3767505402319,0.07546400058110686,"895 Maria Meadow
North Nancyburgh, AK 62289",539764ff-6a3d-43b1-b064-e80fe44ea959
RET_00000000,ORD_00012457,CUST_003073,PROD_000009,2024-11-12,Wrong item sent,Approved,1359.6066429393547,4.5013233369783086,"USNV Garcia
FPO AP 46144",
RET_00000000,ORD_00012467,CUST_004931,PROD_000234,2025-07-04,Changed mind,Approved,381.91543725757407,8.0,"923 Rodgers Squares Apt. 573
New Jessicachester, DE 69384",db85f822-8716-49cb-9a83-4f37e4b47c90
RET_00000000,ORD_00012468,CUST_008535,PROD_000499,2024-09-23,Changed mind,Approved,257.4224952698746,14.071792546769053,"539 Lozano Rapids Apt. 899
New Susanton, FM 96667",1c6ea1ce-2a4b-46df-9b96-b13c5eb7f06b
RET_00000000,ORD_00012491,CUST_007883,PROD_000426,2025-02-08,Changed mind,Approved,52.67783158608195,3.3832406703933557,"96482 Clark Crossroad
North John, SC 32427",edec0715-2c43-4ec2-8811-92643fcf62cd
RET_00000000,ORD_00012498,CUST_000855,PROD_000114,2025-06-22,Defective item,Rejected,0.0,14.0,"53723 Yolanda Orchard Suite 064
Allenburgh, OH 55453",
RET_00000000,ORD_00012504,CUST_008932,PROD_000314,2025-01-12,Wrong item sent,Approved,113.66178690253844,12.0,"9517 Kyle Center Apt. 052
Port Karenton, FL 57292",fb92cb2d-a4f3-404c-a5d1-8673276e2995
RET_00000000,ORD_00012508,CUST_008555,PROD_000085,2024-09-30,Quality issues,Approved,1164.3447482229965,6.954642484441987,"670 Pham Mall Suite 169
Josephville, NJ 86075",18edeabc-3506-4094-b5ff-807c3597d23d
RET_00000000,ORD_00012515,CUST_003850,PROD_000494,2024-12-15,Wrong size,Approved,172.83599426276717,16.735989938897337,"9226 Tyler Glen Apt. 789
Josephtown, KY 35978",dd7420a1-6175-4f1b-955a-61ba4e9ff78d
RET_00000000,ORD_00012533,CUST_000063,PROD_000093,2024-12-26,Damaged in shipping,Approved,461.5566802260153,4.592436984472849,"Unit 0709 Box 6926
DPO AE 91230",8142788a-fc99-4b96-be18-23d5925f1304
RET_00000000,ORD_00012534,CUST_000332,PROD_000230,2025-06-19,Not as described,Approved,509.1263120224438,15.751737840994657,"46553 Mary Square Apt. 226
Thompsonview, MP 23488",fad0cbc4-7a55-4f91-bfae-4a0265addfe9
RET_00000000,ORD_00012545,CUST_002620,PROD_000293,2024-11-03,Wrong size,Approved,381.0589683234336,1.721591339884739,"392 Bailey Ramp Apt. 966
South Jesse, IA 44907",244007a7-42ae-46af-936f-2c761b6d45f4
RET_00000000,ORD_00012556,CUST_002307,PROD_000305,2024-10-30,Not as described,Approved,1220.1347628692083,4.0,"510 Ryan Highway Suite 600
South Paigeport, WA 85828",0cdbcf0f-b6e0-451d-b3bc-6344dfe88c7d
RET_00000000,ORD_00012559,CUST_007336,PROD_000488,2024-09-17,Changed mind,Approved,459.6000913307267,0.45192921785530327,"4699 Richardson Bridge Suite 538
Matthewmouth, TN 66351",929b1822-fe15-4462-90a3-489a390fa5d4
RET_00000000,ORD_00012570,CUST_008721,PROD_000120,2024-10-22,Quality issues,Approved,48.00360982082446,1.3026368655369112,"5855 Salazar Inlet Apt. 376
Port Amyborough, CT 51439",37d8f1cd-f61c-49c7-981d-7a57155436e7
RET_00000000,ORD_00012582,CUST_009305,PROD_000091,2024-10-06,Not as described,Approved,387.6637898458487,2.028683101032939,"06670 Diaz Road
Everettside, AK 29913",871f6666-3bc5-42e7-844d-3b7e4d63007f
RET_00000000,ORD_00012623,CUST_009651,PROD_000006,2024-09-20,Quality issues,Approved,762.0235376989405,0.8980890040609916,"195 Ramirez Mount
South Oliviaview, OH 01519",040d420c-2ce8-438f-ae1d-d3660593bc38
RET_00000000,ORD_00012635,CUST_008824,PROD_000474,2024-12-08,Damaged in shipping,Approved,389.8828631171907,15.13330568752877,"25318 Johnson Parks
Steeleborough, AR 91875",99491902-acdb-41be-b8eb-0216613f0f31
RET_00000000,ORD_00012644,CUST_002564,PROD_000103,2025-06-22,Item used/worn,Approved,451.9688670465698,2.0,"3971 Carter Haven Apt. 013
Coxshire, TX 82850",67d69886-3559-4f7c-a161-2f98a88a3e25
RET_00000000,ORD_00012647,CUST_005284,PROD_000462,2025-02-09,Quality issues,Rejected,0.0,30.0,"0071 Foster Divide
Meganland, VI 47295",56e8905f-6a21-4ce1-85f6-dfdda1ac68d8
RET_00000000,ORD_00012656,CUST_001521,PROD_000416,2025-05-15,Not as described,Approved,61.32049828163184,7.151820770158943,"8439 Michael Forge
New Lawrence, CT 04707",1e1bb53f-3a94-4523-b6e7-30deed70aaa9
RET_00000000,ORD_00012659,CUST_005050,PROD_000085,2024-09-24,Damaged in shipping,Approved,397.82601199180846,6.128114530622994,"PSC 6503, Box 6929
APO AA 28515",b6855533-6d50-4c43-a145-e289f375ac29
RET_00000000,ORD_00012660,CUST_003564,PROD_000424,2024-11-12,Wrong size,Approved,415.3382139040351,1.308349440870187,"27838 Michelle Bypass Suite 039
Lake William, HI 67808",71107fb2-631d-44e0-9fd7-575a65bc2a82
RET_00000000,ORD_00012662,CUST_005844,PROD_000119,2025-03-05,Quality issues,Approved,29.38265110914446,3.744437581828103,"Unit 5602 Box 6844
DPO AA 84453",ede3d288-298e-4c60-bb15-a08bb39396a0
RET_00000000,ORD_00012671,CUST_003777,PROD_000409,2024-12-18,Empty box received,Approved,130.42927287352614,1.0,"437 Michael Estate
Christinaberg, ME 76366",600d78a4-46de-4b48-bd0d-5de9233bf14f
RET_00000000,ORD_00012672,CUST_008699,PROD_000466,2024-09-26,Not as described,Approved,302.78264444622033,9.064381313663999,"476 April Plaza Apt. 870
Patriciatown, OK 25372",4549627f-a65a-4137-88bc-d4b72763738b
RET_00000000,ORD_00012685,CUST_002479,PROD_000191,2024-08-20,Damaged in shipping,Approved,214.57631881273912,0.31344941390823605,"31645 Chan Trail
South Susan, OR 51130",46150511-4701-4c9a-a08c-4dacf73275d8
RET_00000000,ORD_00012692,CUST_004545,PROD_000431,2025-04-30,Quality issues,Approved,317.267653956438,1.6463358879096026,"Unit 9891 Box 0846
DPO AP 26792",1f389234-c26a-41cb-9bfa-8193a6043991
RET_00000000,ORD_00012696,CUST_005541,PROD_000421,2025-06-26,Damaged in shipping,Approved,58.689480627326894,5.302626387624789,"87457 Wolf Landing Apt. 078
North Markhaven, MS 33793",45614fca-ee5a-4039-8d38-dec257d23e49
RET_00000000,ORD_00012706,CUST_001833,PROD_000169,2024-12-19,Better price found,Approved,742.4202519785661,25.306598580065646,"9451 Eric Points
Nguyenburgh, LA 24128",3f4f8025-78f1-4cb5-958a-38328cfd44a2
RET_00000000,ORD_00012719,CUST_006380,PROD_000414,2025-08-03,Changed mind,Approved,128.38004124342376,0.09036806289010411,"486 Flores Lakes Suite 848
Markmouth, PA 66748",d811f8fa-46d9-4f2a-ab7d-7d47448efde0
RET_00000000,ORD_00012724,CUST_003129,PROD_000386,2025-07-25,Wrong size,Approved,96.11519522687865,3.911494036557943,"38796 Sabrina Run Apt. 518
Lake Amandafurt, MI 83074",013e2a6d-bf4e-427a-ab36-0da1cfe652f3
RET_00000000,ORD_00012729,CUST_008056,PROD_000311,2025-04-15,Quality issues,Rejected,0.0,27.0,"619 Lambert Motorway
East Willie, LA 78059",1076d076-910a-4b9b-b5d2-6ffa7cb3ce4c
RET_00000000,ORD_00012732,CUST_009683,PROD_000382,2025-09-03,Wrong size,Approved,434.3788921210278,26.0,"2946 Williams Place Suite 193
Lake Danielle, NM 28734",7b1bf2a2-3f51-49be-8700-1445f7bbd248
RET_00000000,ORD_00012734,CUST_008150,PROD_000284,2025-01-24,Wrong item sent,Approved,348.6479213123382,3.2141647308518992,"PSC 9776, Box 7794
APO AP 03187",
RET_00000000,ORD_00012748,CUST_004697,PROD_000374,2025-08-29,Empty box received,Approved,210.22068408048094,13.0,"Unit 1032 Box 4247
DPO AE 50380",3de22e0f-40d6-4fff-81ac-81f134a3ac70
RET_00000000,ORD_00012750,CUST_008421,PROD_000156,2025-07-31,Not as described,Approved,158.50755674459523,20.74990270833603,"930 Barbara Rapid
New John, ME 48701",7a243eab-75c7-4fe9-8973-8dde0841ecd0
RET_00000000,ORD_00012781,CUST_003324,PROD_000060,2025-02-02,Wrong size,Approved,314.2912235754672,14.379042442442131,"40088 Shaffer Mountain Apt. 197
Anthonymouth, TN 23280",0c2dfd0f-64e3-4b50-9b11-e2a96f10bfce
RET_00000000,ORD_00012785,CUST_002526,PROD_000115,2025-03-04,Better price found,Approved,325.4929538376282,19.945500566570637,"92381 Amanda Club Suite 138
Ericfurt, TN 13277",44384705-6fea-465a-88b4-7f01d5b535f1
RET_00000000,ORD_00012789,CUST_006635,PROD_000499,2025-04-15,Quality issues,Rejected,0.0,3.0,"34386 Maldonado Island
Tannerside, IL 78578",2d707cee-c009-447e-857a-816beb23fec9
RET_00000000,ORD_00012795,CUST_002356,PROD_000273,2025-08-04,Not as described,Approved,1262.642044746974,12.088985816618486,"60888 Andrew Road
North Andrewport, TX 64831",83662ecc-028f-4d92-ab14-9056c600817a
RET_00000000,ORD_00012796,CUST_009184,PROD_000337,2025-08-07,Better price found,Approved,295.53717205662883,2.9431374609244143,"547 Wilcox Drive Suite 908
Rebeccaville, NM 27138",4f494077-31af-454d-9908-17ceff40b008
RET_00000000,ORD_00012808,CUST_000590,PROD_000198,2025-04-30,Not as described,Approved,111.47809995972389,6.575996870214402,"341 Ayala Key Apt. 689
Edwardburgh, NM 62908",699ade0a-dafb-4c94-a5a6-efd6a20dd6c2
RET_00000000,ORD_00012832,CUST_007079,PROD_000178,2024-11-13,Quality issues,Approved,623.0407838483469,8.0,"5586 Aguilar Summit Apt. 732
Taylortown, NC 93932",ad497335-ef7c-40f8-9c7d-55bfd4045dc7
RET_00000000,ORD_00012842,CUST_000013,PROD_000402,2025-06-15,Not as described,Approved,810.660241191647,5.034836276002974,"8108 Smith Falls
South Chase, AZ 22667",555da1cc-615f-48ea-83c5-8dd38b08f51f
RET_00000000,ORD_00012848,CUST_002740,PROD_000196,2025-05-27,Not as described,Rejected,0.0,8.0,"213 Jones Grove
Wardberg, NY 86777",07dbf387-346d-4efc-9b21-182d474e48b6
RET_00000000,ORD_00012855,CUST_009931,PROD_000486,2025-01-13,Changed mind,Approved,793.9625552099252,3.742828767810606,"993 Zachary Crescent Suite 055
Lake Heidiside, CA 10897",c9863c14-6fb7-46af-abeb-438243edc48a
RET_00000000,ORD_00012865,CUST_009117,PROD_000050,2024-09-19,Better price found,Approved,181.0207670508758,5.435738092672147,"5838 Sara Ramp Apt. 644
North Tamara, AZ 17641",fb0a7b2d-1143-48c7-9e14-c37c90f95112
RET_00000000,ORD_00012869,CUST_004846,PROD_000085,2025-05-20,Changed mind,Approved,864.6916176292368,2.8268813395691352,"69202 Holmes Summit Suite 961
Garciaberg, GA 33151",959a98c8-a028-4266-aadd-ef125bba1cfb
RET_00000000,ORD_00012880,CUST_001977,PROD_000356,2025-08-03,Better price found,Approved,495.8997168142724,7.695881187958097,"992 Lisa Plain
North Shaunfort, FM 15962",a5e08b3f-bf22-41d2-a5cb-45f3d4510cae
RET_00000000,ORD_00012881,CUST_006727,PROD_000244,2024-12-14,Not as described,Approved,398.4640519127046,21.435766292537004,"1080 Collins Mills
Lisachester, WI 52410",7c711d78-7f23-442f-a135-4dd02bc87670
RET_00000000,ORD_00012890,CUST_000454,PROD_000425,2024-09-09,Damaged in shipping,Approved,703.1023375152176,0.20044933143340168,"2744 Barnes Shores
Vincentside, VI 64871",3395f996-8b1b-455b-8b4f-c3c39036a427
RET_00000000,ORD_00012924,CUST_002820,PROD_000437,2024-09-11,Not as described,Approved,1122.2518004859621,8.508681119438506,"USCGC Wolfe
FPO AE 64896",9d3abe9f-2bbd-45b3-95eb-a3ccc5856d0d
RET_00000000,ORD_00012947,CUST_004831,PROD_000328,2024-09-14,Better price found,Approved,88.02503117327043,5.955695779761951,"82227 Bonnie Port
South Stevenmouth, AR 47347",8713ee95-9f05-428c-8007-54ca9ec8fd46
RET_00000000,ORD_00012949,CUST_007334,PROD_000126,2024-09-03,Empty box received,Rejected,0.0,12.0,"1504 Jessica Turnpike
Lake Steven, NV 09816",d0e443e0-da56-412c-b75e-f43f2a349caa
RET_00000000,ORD_00012975,CUST_002439,PROD_000153,2025-02-06,Quality issues,Approved,51.240820706107655,7.0,"646 Yang Junction
Barajasland, CT 23005",d4a2644f-33a9-42d2-b01f-18202667669c
RET_00000000,ORD_00012999,CUST_007862,PROD_000000,2025-02-28,Quality issues,Approved,376.5117058326276,25.0,"7387 Janet Drive Suite 558
West Kristy, AZ 54587",
RET_00000000,ORD_00013004,CUST_008299,PROD_000487,2024-09-28,Not as described,Approved,178.73241336103447,14.56878801387796,"04162 Flores Lights Apt. 877
North Katelyn, SD 65151",d55aa849-65b0-46f7-8beb-3747a3861c7f
RET_00000000,ORD_00013010,CUST_008127,PROD_000348,2025-07-17,Wrong item sent,Approved,1156.1476063786663,6.545850778102679,"4082 Holmes Tunnel Apt. 051
Jessicamouth, WI 58133",e448ec71-92cb-49f9-b2b2-e9837a49c599
RET_00000000,ORD_00013013,CUST_005383,PROD_000272,2025-02-01,Better price found,Approved,377.2749761460039,2.6231605353477,"USNS Mathis
FPO AA 03210",32e36110-efe2-4b07-b307-6c099a1c1fd4
RET_00000000,ORD_00013014,CUST_000272,PROD_000060,2025-02-07,Better price found,Approved,501.1397150361952,2.41768908397019,"506 Daniels Circle Apt. 890
Port William, NV 48146",36529ecf-1ab3-4094-8d8c-c38cd16480f8
RET_00000000,ORD_00013015,CUST_005683,PROD_000209,2024-12-04,Empty box received,Approved,126.75703343383499,10.0,"PSC 5620, Box 1329
APO AP 88676",fd2dcb18-f07b-4d58-9e81-0fffd7aba4b0
RET_00000000,ORD_00013019,CUST_006329,PROD_000426,2025-05-04,Quality issues,Approved,51.072783113231274,6.199744283981823,"939 Juan Junctions
Gomezstad, MD 90344",ef47e78f-2396-4614-94e2-d6e340431c6a
RET_00000000,ORD_00013023,CUST_002148,PROD_000374,2025-07-17,Changed mind,Approved,116.36574881396017,4.803423773512628,"Unit 2466 Box 9659
DPO AA 58634",91f439b2-ec04-465e-ab6d-47468448e88e
RET_00000000,ORD_00013042,CUST_005673,PROD_000152,2024-09-13,Changed mind,Approved,312.20907100332863,7.482747639340394,"32155 Sabrina Summit Suite 798
Torresshire, KS 80287",5254fced-24bf-4565-ab6c-ca4565dfa7d7
RET_00000000,ORD_00013045,CUST_006004,PROD_000464,2025-04-03,Not as described,Approved,309.69816069446915,1.2180685639973883,"1681 Welch Trail Apt. 759
South Jessicaberg, MP 88171",81ae1a53-9611-40d3-afc8-a48ab681812d
RET_00000000,ORD_00013051,CUST_004504,PROD_000469,2025-08-27,Empty box received,Approved,578.630940334775,7.0,"15446 Jennifer Mill
New Jasmine, ID 19242",6434583a-2982-4fc3-834b-fde424e6a121
RET_00000000,ORD_00013066,CUST_006913,PROD_000339,2025-01-21,Changed mind,Approved,249.5038500603239,0.95911919330444,"3004 Sharon Crossroad
Williammouth, NH 84416",4c64c423-5f10-4b66-bc86-41252465f9ab
RET_00000000,ORD_00013067,CUST_006925,PROD_000440,2025-03-27,Quality issues,Approved,787.0293599153829,27.0,"968 Amanda Vista Apt. 572
Port Dawnfurt, ME 57853",abca2b3d-a43a-4ca4-a703-57bb6d401709
RET_00000000,ORD_00013068,CUST_006326,PROD_000260,2024-09-15,Wrong size,Approved,778.6599708375751,2.8096613562038106,"0321 Brown Cove
New Yvetteland, VT 80273",
RET_00000000,ORD_00013072,CUST_009846,PROD_000334,2025-02-19,Changed mind,Approved,1246.344341582608,6.096700277815714,"USNV Richardson
FPO AP 57972",
RET_00000000,ORD_00013078,CUST_004873,PROD_000102,2025-01-02,Quality issues,Approved,570.4892584605067,4.906762416279445,"9270 John Meadow
Port Joanna, OK 95125",0c72a80f-3c6c-4219-b44e-c9506417615e
RET_00000000,ORD_00013096,CUST_005893,PROD_000252,2024-09-19,Wrong size,Approved,1064.7232572334785,10.249933401842457,"15798 Caldwell Extension
Sethville, WY 45615",1d027625-ba11-466a-abbd-b6527084ddda
RET_00000000,ORD_00013105,CUST_001304,PROD_000348,2025-05-04,Damaged in shipping,Approved,367.9546543969928,2.5507211133620302,"586 Wilson Roads
West Jennifer, VI 94000",83abeb6a-d0a8-44c3-9fa0-30287772857c
RET_00000000,ORD_00013110,CUST_003259,PROD_000006,2024-09-29,Better price found,Approved,709.5409482503644,9.628382015491573,"0339 Jenkins Keys
Rachelton, OR 01421",4818d7e1-0eae-4061-80f6-7b93e3c3aa60
RET_00000000,ORD_00013111,CUST_007082,PROD_000105,2025-04-15,Wrong item sent,Approved,1289.5948305104025,1.9997167217407732,"Unit 8657 Box 4026
DPO AP 88352",4f6014b8-2f0c-4f59-bccb-9f526f086529
RET_00000000,ORD_00013114,CUST_001760,PROD_000114,2025-01-18,Damaged in shipping,Approved,928.2151063486646,4.207557469641831,"5449 Joseph Squares Apt. 640
South Samanthaborough, MP 77039",f66358dc-711b-40c2-99d7-e6ce718703c7
RET_00000000,ORD_00013115,CUST_002265,PROD_000034,2025-01-26,Not as described,Approved,415.88007163493864,0.36026841903102746,"893 Abbott Station Suite 346
West Christine, NM 16365",861c3f33-b684-499f-a164-4a72c1fdc933
RET_00000000,ORD_00013117,CUST_006912,PROD_000047,2025-07-09,Wrong size,Approved,497.25228586988027,29.0,"74870 Randall Square Apt. 554
Kimberlyfurt, KY 42886",5d58bb3a-4495-4fc5-974c-bb015ea28f63
RET_00000000,ORD_00013133,CUST_007267,PROD_000012,2024-09-29,Wrong size,Approved,214.2868543380907,2.870417352108697,"0673 Felicia Stravenue
New Nathanside, OK 60553",eceeeaaa-fa92-45dd-943f-76fad1bddcd8
RET_00000000,ORD_00013134,CUST_001866,PROD_000110,2025-04-15,Wrong item sent,Approved,334.13346440310585,15.315536383099191,"266 Mann Haven
Dianemouth, VI 25424",2e33bd44-e5d6-48ee-88e6-842439a7393c
RET_00000000,ORD_00013161,CUST_005931,PROD_000036,2024-10-27,Empty box received,Approved,243.69299013539725,13.0,"USNV Park
FPO AE 44846",7f931344-d708-4239-9d15-6c3719f5c475
RET_00000000,ORD_00013162,CUST_004573,PROD_000439,2025-04-14,Wrong item sent,Approved,626.8599459406948,0.8431861548375987,"7676 Tyler Path Apt. 706
West Karenton, OH 44664",
RET_00000000,ORD_00013163,CUST_006154,PROD_000085,2025-01-02,Wrong item sent,Approved,470.0041527176358,0.3263361924353304,"Unit 3812 Box 3316
DPO AE 30518",
RET_00000000,ORD_00013187,CUST_009104,PROD_000225,2025-06-27,Not as described,Approved,107.23573292159418,4.048794011579444,"9794 Lopez Crossing
West Jonathan, ME 39763",3d6dd04c-3e20-4770-a260-738a37283fb9
RET_00000000,ORD_00013189,CUST_000133,PROD_000330,2025-03-10,Damaged in shipping,Approved,64.81778323500478,7.43059339386717,"534 Olson Plains
Lake Meganberg, MT 89006",179fc5e5-d9b9-4e83-9204-28d7f5c5c104
RET_00000000,ORD_00013197,CUST_002258,PROD_000392,2024-12-13,Quality issues,Approved,380.28164660070263,16.989933060863613,"038 Lewis Wells Suite 386
Wrightport, FL 04104",435476a4-b5c6-4591-a967-50f651c8cf2b
RET_00000000,ORD_00013234,CUST_003276,PROD_000213,2025-04-04,Changed mind,Approved,816.1881730311435,3.797832530957099,"9866 Karen Forges
West Melissaland, HI 30218",4e8beb7c-683a-4b74-a554-aeb58612a269
RET_00000000,ORD_00013255,CUST_000097,PROD_000294,2025-05-29,Changed mind,Approved,361.6576733241083,2.7810871134775415,"1956 Juan Lodge
Huanghaven, GA 41838",43e20a94-bb1e-4d0e-83c6-9ff298717f78
RET_00000000,ORD_00013284,CUST_007410,PROD_000417,2025-08-06,Wrong item sent,Approved,1062.9468329090946,4.135540690082344,"PSC 8669, Box 1512
APO AE 34520",20a34090-4da4-4b89-8cbb-73b3ef01ed5d
RET_00000000,ORD_00013285,CUST_008640,PROD_000488,2025-03-03,Quality issues,Approved,657.0793045337581,5.091345828685998,"PSC 6655, Box 5018
APO AP 86750",2d51f908-54d4-4398-836d-a18ec1ee5aa1
RET_00000000,ORD_00013298,CUST_001948,PROD_000400,2024-09-01,Wrong size,Approved,215.85044125871363,6.741300199790716,"Unit 6382 Box 5551
DPO AA 69555",cf607966-8fdc-4c0b-b020-3f87f694c4c2
RET_00000000,ORD_00013314,CUST_005909,PROD_000320,2025-04-01,Better price found,Approved,467.7906981910595,2.202090968247742,"26042 Cynthia Ways Suite 411
Wilsonchester, KY 31448",e36cdf1c-c0e7-4bd1-b3d6-cc934f837df4
RET_00000000,ORD_00013317,CUST_001870,PROD_000370,2025-09-14,Wrong size,Approved,535.4600304823906,30.0,"513 Bush Turnpike Suite 368
Lake Paul, IA 37134",4acb83ce-73c3-44b4-9fd1-d6b8eaa5f682
RET_00000000,ORD_00013319,CUST_002863,PROD_000169,2025-01-27,Quality issues,Approved,684.9470433457586,7.0,"688 Nicole Mission
Nathanfurt, MN 39230",a0c69755-9ca3-47a5-8035-207ed3bf624c
RET_00000000,ORD_00013322,CUST_003473,PROD_000420,2025-06-27,Quality issues,Approved,607.3747158545585,0.9181158253731069,"9137 Michael Extension Apt. 050
North Matthew, FM 33394",c61599ee-9a50-4009-8ef2-ce824c8e97b4
RET_00000000,ORD_00013331,CUST_002985,PROD_000004,2025-05-06,Wrong size,Approved,432.13985237378466,4.865231125471383,"30246 Nolan Vista
Lopezchester, AZ 40963",
RET_00000000,ORD_00013335,CUST_001537,PROD_000248,2024-11-29,Wrong item sent,Approved,987.1043683066548,0.9109198505712197,"7476 Sarah Orchard
Christinaland, AS 51971",1650ef5a-a947-4563-9dff-8927d0d71d0b
RET_00000000,ORD_00013378,CUST_009682,PROD_000198,2024-12-07,Empty box received,Rejected,0.0,8.0,"6374 Lyons Well Suite 547
New Noahton, WI 14633",b7b62488-7ba7-4be0-8121-f9e652c1cf40
RET_00000000,ORD_00013386,CUST_000477,PROD_000416,2025-02-12,Quality issues,Approved,89.62649646146679,4.42992000572304,"13461 Mark Lake Apt. 359
Hernandezville, IL 47720",0249f7a0-b3fe-4818-9afb-f52e6267def0
RET_00000000,ORD_00013400,CUST_003145,PROD_000228,2025-08-05,Not as described,Approved,119.69996051690741,3.0919165457796267,"569 Todd Manors
West Jessicaland, LA 14767",7970cd4d-4a9f-47ce-8cd0-c7d569dbe135
RET_00000000,ORD_00013411,CUST_008431,PROD_000034,2024-11-30,Wrong size,Approved,451.5432505155994,6.204584465758533,"USS Cooper
FPO AP 07930",81a492ce-c3d0-45a7-9035-34e789c9c751
RET_00000000,ORD_00013424,CUST_003308,PROD_000424,2024-09-22,Empty box received,Rejected,0.0,3.0,"7503 Mata Skyway Apt. 165
Houstonstad, PA 20466",5d6d05bc-7258-48b8-9154-099ae442ac7e
RET_00000000,ORD_00013425,CUST_004445,PROD_000301,2025-08-02,Better price found,Approved,311.08386383769044,9.95210040256693,"8827 Mcmillan Corners Apt. 454
Port Christophertown, NM 24059",117a7caf-68b4-43ca-a8e4-ad3ab10a8068
RET_00000000,ORD_00013427,CUST_003183,PROD_000337,2024-09-15,Empty box received,Approved,435.04080197570613,9.0,"5631 Nguyen Locks Apt. 368
New Thomas, FM 87948",9609c964-7399-495b-a04f-6d386502f3d6
RET_00000000,ORD_00013435,CUST_000795,PROD_000359,2025-08-17,Wrong item sent,Approved,98.57783546411895,7.7661504504717875,"3379 Cunningham Harbors Apt. 425
Mcclureside, NM 42161",d8073543-c157-496d-a876-cf64405ffb96
RET_00000000,ORD_00013449,CUST_004057,PROD_000459,2025-06-15,Wrong size,Approved,167.9383443903472,1.4143685386469014,"4140 Ware Landing Suite 084
Phamfurt, NH 97138",
RET_00000000,ORD_00013453,CUST_007442,PROD_000388,2024-10-23,Not as described,Approved,131.401628257088,8.01099671210817,"PSC 9847, Box 7195
APO AA 62194",5672d457-a804-48b6-b579-ec8f4c990e73
